gyro_x_noised,gyro_y_noised,gyro_z_noised,grav_x_noised,grav_y_noised,grav_z_noised,gyro_x,gyro_y,gyro_z,grav_x,grav_y,grav_z
0.05763980911686592,-0.15541337635228533,10.61254431545284,0.022911581289325578,-0.017544293721604202,0.7372732668209068,0.0,1.2246467991473532e-16,10.517106781186548,0.0,1.2246467991473532e-16,0.7071067811865475
0.21624874485011064,0.012106798704030156,10.432749891031033,0.012486437493150274,-0.11119460778215035,0.7437058433574,0.06279051952931339,-0.06279051952931333,10.56011106963046,0.06279051952931337,-0.06279051952931333,0.7501110696304595
0.19868904006955324,-0.2063282478558208,10.690721237963226,0.18220127009004478,-0.1255189684035535,0.8036799675816306,0.11926389700570267,-0.13158208690624335,10.600151144637195,0.12483714057405093,-0.12582935126181125,0.7900763149768498
0.28434686328549597,-0.30690063659300254,10.67093944145415,0.1302534550486485,-0.066167003657539,0.8258862817500332,0.1693457944071536,-0.2062462990002586,10.637045856189426,0.18582604363915087,-0.1889369171091432,0.8267280650971172
0.10040466505212425,-0.2702166492282962,10.741879831964383,0.15036938886210677,-0.18858759742802628,0.8412625581918363,0.213002951234317,-0.28664178828086845,10.670603702675297,0.2454612714660424,-0.251920256188105,0.8598081794856197
0.22870450880992446,-0.2655436238486075,10.735412515338345,0.2691525007917311,-0.3286055909799684,0.7948262893183056,0.25024148623700615,-0.3726116903012654,10.700624312578146,0.30346745269676684,-0.31457255610075346,0.8890776306486621
0.3538254872012885,-0.58288627289182,10.76233965079867,0.34859338570961784,-0.38099497776882485,0.9578250618371912,0.2811048833633112,-0.46398104484146585,10.726900312748814,0.3595921410292516,-0.3766729946209185,0.9143191436394655
0.4555673208389095,-0.5647158010549637,10.730638351734278,0.46974574859467144,-0.41455654648453205,1.0585944730494492,0.3056716681551919,-0.560554206611515,10.749219562097185,0.4136077190250893,-0.4379869190144341,0.9353396348192936
0.21753818593050703,-0.7441381482797148,10.576001605543423,0.5783180948774401,-0.4866893744855012,0.9927890601745221,0.3240527838766822,-0.6621123433415856,10.76736772331183,0.4653128255749754,-0.4982663834093126,0.9519724144774322
0.4982328670074356,-0.7492142589846951,10.854173757389038,0.51140676920964,-0.5572973313658394,1.0732053665049932,0.3363886810558845,-0.768411099632563,10.781131138990562,0.5145332772597084,-0.5572510570195895,0.9640791221667881
0.5025022933773164,-0.9916422387224234,10.98727786909146,0.5865680430832213,-0.5914132573778335,0.9620993395673366,0.3428461397637645,-0.8791785039528771,10.790299972402268,0.5611224661624544,-0.614669507763059,0.9715513683540552
0.33877563662100646,-1.0610127789756765,11.021140395306515,0.6302816086688524,-0.7231203521923741,0.982283611048094,0.3436148506731603,-0.9941131934899875,10.79467156709912,0.6049612297450837,-0.6702408570773032,0.9743120610783875
